date,frsno,snodp_m,snomas_kg_m2,depth_m
1980-12-07,0.17097781,0.16096443,4.465878,0.02966542
1980-12-08,0.19257097,0.16799957,5.049237,0.03343718
1980-12-09,0.19007275,0.16132035,4.981295,0.03286530
1980-12-10,0.17937384,0.15880773,4.696236,0.03089890
1980-12-11,0.15736932,0.15955338,4.115621,0.02709801
1980-12-12,0.12301596,0.15864187,3.212233,0.02108689
1980-12-13,0.08797307,0.15764814,2.287300,0.01496420
1980-12-14,0.07068550,0.15379011,1.837823,0.01199611
1980-12-15,0.05796831,0.15185234,1.507176,0.00980165
1980-12-16,0.04425828,0.14078207,1.150715,0.00741006
1980-12-17,0.03049583,0.12913116,0.792891,0.00506457
1980-12-18,0.02165510,0.12549835,0.563033,0.00357668
1980-12-19,0.01866758,0.15034040,0.485357,0.00309354
1980-12-20,0.01700487,0.10311616,0.442127,0.00273372
1980-12-21,0.01690815,0.11205356,0.439612,0.00274456
1980-12-22,0.01901445,0.09869396,0.494376,0.00307607
1980-12-23,0.04567773,0.12617406,1.187621,0.00757688
1980-12-24,0.05907847,0.11877450,1.536040,0.00985215
1980-12-25,0.05332947,0.11864911,1.386566,0.00888678
1980-12-26,0.04557812,0.11558084,1.185031,0.00758649
1980-12-27,0.03231068,0.11189200,0.840078,0.00535341
1980-12-28,0.02086067,0.10615621,0.542377,0.00342495
1980-12-29,0.01710529,0.11724152,0.444738,0.00281808
1980-12-30,0.01441338,0.09603566,0.374748,0.00234460
1980-12-31,0.01181204,0.09358235,0.307113,0.00191923
1981-01-01,0.00958960,0.08860689,0.249330,0.00155129
1981-01-02,0.00862335,0.08381467,0.224207,0.00137618
1981-01-03,0.00789201,0.07400148,0.205192,0.00126151
1981-01-04,0.00970466,0.08555500,0.252321,0.00154787
1981-01-05,0.02300907,0.12682068,0.598236,0.00365751
1981-01-06,0.03804705,0.12353709,0.989223,0.00635270
1981-01-07,0.03191517,0.11757380,0.829795,0.00531598
1981-01-08,0.02329226,0.12054969,0.605599,0.00388170
1981-01-09,0.01794064,0.11601638,0.466457,0.00297912
1981-01-10,0.01434329,0.11594189,0.372925,0.00237802
1981-01-11,0.01177386,0.11411992,0.306120,0.00194571
1981-01-12,0.01031638,0.10978779,0.268226,0.00169604
1981-01-13,0.00853276,0.10373380,0.221852,0.00139154
1981-01-14,0.00721759,0.10080842,0.187657,0.00117060
1981-01-15,0.00863836,0.11418584,0.224597,0.00137457
1981-01-16,0.02247883,0.14859071,0.584450,0.00382303
1981-01-17,0.02905464,0.13967368,0.755421,0.00498685
1981-01-18,0.02490907,0.13256203,0.647636,0.00426766
1981-01-19,0.02300743,0.13924817,0.598193,0.00393154
1981-01-20,0.02070838,0.12183872,0.538418,0.00351712
1981-01-21,0.01835577,0.11765866,0.477250,0.00311826
1981-01-22,0.01308704,0.11267599,0.340263,0.00222248
1981-01-23,0.00799388,0.10880330,0.207841,0.00135820
1981-01-24,0.00584737,0.10961287,0.152032,0.00096948
1981-01-25,0.01314910,0.12135893,0.341877,0.00225216
1981-01-26,0.01744640,0.11667229,0.453606,0.00296041
1981-01-27,0.02055360,0.11278996,0.534394,0.00349374
1981-01-28,0.03248689,0.14355101,0.844659,0.00557377
1981-01-29,0.06155162,0.15291015,1.600342,0.01057551
1981-01-30,0.07431569,0.14580146,1.932208,0.01277154
1981-01-31,0.12083361,0.16884796,3.141674,0.02077104
1981-02-01,0.18673960,0.17310008,4.855230,0.03227803
1981-02-02,0.20007932,0.17310003,5.202062,0.03458135
1981-02-03,0.18045937,0.17309995,4.691944,0.03118451
1981-02-04,0.14875595,0.17309987,3.867655,0.02569494
1981-02-05,0.13177637,0.17309981,3.426186,0.02275675
1981-02-06,0.11789183,0.17309976,3.065188,0.02035473
1981-02-07,0.11237643,0.17309973,2.921787,0.01940219
1981-02-08,0.11028355,0.17297153,2.867372,0.01904075
1981-02-09,0.12945453,0.17297070,3.365818,0.02234093
1981-02-10,0.19991816,0.17309979,5.197872,0.03454032
1981-02-11,0.21708573,0.17309977,5.644229,0.03751048
1981-02-12,0.19905998,0.17309973,5.175560,0.03438954
1981-02-13,0.16331206,0.17309969,4.246113,0.02819759
1981-02-14,0.11703641,0.17309964,3.042947,0.02018617
1981-02-15,0.08691890,0.17011671,2.259891,0.01497083
1981-02-16,0.06847556,0.16036311,1.780364,0.01177559
1981-02-17,0.04767816,0.14641299,1.239632,0.00814033
1981-02-18,0.03977701,0.13079369,1.034202,0.00659750
1981-02-19,0.03184809,0.11431932,0.828050,0.00519245
1981-02-20,0.02376144,0.09719201,0.617798,0.00385514
1981-02-21,0.05523835,0.15115775,1.436197,0.00907754
1981-02-22,0.06279858,0.14500304,1.632763,0.01069492
1981-02-23,0.04415708,0.14388695,1.148084,0.00752969
1981-02-24,0.02512688,0.14377046,0.653299,0.00429133
1981-02-25,0.01421191,0.13298587,0.369510,0.00240635
1981-02-26,0.01510019,0.11958061,0.392605,0.00236873
1981-02-27,0.03135444,0.12391912,0.815215,0.00514316
1981-02-28,0.02405192,0.10364095,0.625350,0.00391933
1981-03-01,0.03603497,0.13731081,0.936909,0.00600173
1981-03-02,0.05283591,0.14830113,1.373734,0.00892244
1981-03-03,0.13164994,0.16371830,3.422898,0.02253725
1981-03-04,0.27267168,0.17220560,7.089464,0.04707912
1981-03-05,0.24535775,0.17309993,6.379302,0.04239306
1981-03-06,0.17286827,0.17309989,4.494575,0.02982918
1981-03-07,0.23116641,0.17309988,6.010327,0.03991440
1981-03-08,0.22113815,0.17309985,5.749592,0.03817603
1981-03-09,0.17516016,0.17301920,4.554164,0.03020783
1981-03-10,0.14924300,0.17241279,3.880318,0.02570944
1981-03-11,0.16205325,0.17115659,4.226621,0.02797829
1981-03-12,0.16824044,0.17152629,4.416039,0.02915379
1981-03-13,0.13553328,0.16794159,3.550562,0.02338643
1981-03-14,0.12845409,0.15884774,3.386688,0.02217000
1981-03-15,0.11812802,0.14008397,3.129768,0.02014838
1981-03-16,0.08748939,0.12147155,2.308984,0.01468959
1981-03-17,0.11393756,0.14903214,2.973975,0.01897731
1981-03-18,0.15647044,0.16892686,4.068270,0.02671939
1981-03-19,0.13665170,0.16685238,3.552944,0.02327684
1981-03-20,0.10116208,0.16455160,2.630214,0.01715900
1981-03-21,0.14255336,0.16892274,3.706391,0.02427241
1981-03-22,0.14527804,0.16791758,3.777229,0.02478525
1981-03-23,0.10921377,0.16490943,2.839558,0.01860516
1981-03-24,0.09877351,0.15751164,2.568111,0.01676921
1981-03-25,0.10105642,0.14509833,2.627467,0.01710347
1981-03-26,0.05634252,0.12415426,1.464906,0.00932410
1981-03-27,0.05332559,0.12547508,1.386465,0.00852107
1981-03-28,0.09504790,0.15587853,2.471245,0.01597547
1981-03-29,0.12795244,0.17133932,3.326763,0.02193764
1981-03-30,0.08473085,0.17108891,2.203002,0.01448107
1981-03-31,0.09759800,0.16930973,2.537548,0.01670243
1981-04-01,0.07630458,0.15577627,1.983919,0.01298304
1981-04-02,0.03997957,0.12700242,1.039469,0.00657421
1981-04-03,0.06298590,0.13578444,1.637633,0.00994720
1981-04-04,0.11763159,0.16814676,3.058421,0.02017973
1981-04-05,0.10150141,0.15905301,2.639037,0.01733135
1981-04-06,0.04797542,0.15638875,1.247361,0.00816830
1981-04-07,0.03185954,0.13818116,0.828348,0.00540089
1981-04-08,0.06060847,0.12705415,1.575820,0.01011327
1981-04-09,0.04737905,0.11697158,1.231855,0.00802114
1981-04-10,0.01110104,0.09174207,0.288627,0.00179231
1981-04-11,0.00233924,0.04697204,0.060820,0.00035597
1981-04-12,0.00062664,0.02692374,0.016293,0.00009125
1981-04-13,0.00017691,0.01886975,0.004600,0.00002521
1981-04-14,0.00079708,0.04817571,0.020724,0.00007627
1981-04-15,0.00863732,0.07844633,0.224570,0.00137708
1981-04-16,0.00261217,0.07057141,0.067916,0.00042814
1981-04-17,0.00035173,0.03034387,0.009145,0.00004855
1981-04-18,0.00002083,0.00447294,0.000542,0.00000214
1981-04-19,0.00000270,0.00994440,0.000070,0.00000013
1981-04-20,0.00120048,0.01297479,0.031213,0.00016854
1981-04-21,0.00030172,0.01184878,0.007845,0.00004321
1981-04-22,0.00556670,0.05593437,0.144734,0.00086007
1981-04-23,0.00298807,0.03550679,0.077690,0.00045080
1981-04-24,0.00039799,0.02238213,0.010348,0.00005568
1981-04-25,0.00002583,0.00420763,0.000672,0.00000268
1981-04-26,0.00000000,0.00000000,0.000000,0.00000000
1981-04-27,0.00000000,0.00000000,0.000000,0.00000000
1981-04-28,0.00000002,0.00070423,0.000001,0.00000000
1981-04-29,0.00000000,0.00000000,0.000000,0.00000000
1981-04-30,0.00000000,0.00000000,0.000000,0.00000000
1981-05-01,0.00000019,0.00028954,0.000005,0.00000000
1981-05-02,0.00000000,0.00000000,0.000000,0.00000000
1981-05-03,0.00000000,0.00021714,0.000000,0.00000000
1981-05-04,0.00546510,0.04740942,0.142092,0.00073205
1981-05-05,0.00216503,0.05466668,0.056291,0.00034783
1981-05-06,0.00495009,0.04900078,0.128702,0.00077377
1981-05-07,0.00299164,0.05166666,0.077783,0.00046169
1981-05-08,0.00636470,0.06493362,0.165482,0.00101644
1981-05-09,0.02034346,0.09846773,0.528930,0.00337297
1981-05-10,0.01006960,0.07027723,0.261810,0.00164444
1981-05-11,0.00271708,0.05242226,0.070644,0.00039795
1981-05-12,0.00240254,0.05111060,0.062466,0.00038542
1981-05-13,0.01604452,0.08515253,0.417157,0.00259424
1981-05-14,0.00553121,0.06627011,0.143811,0.00094143
1981-05-15,0.00044821,0.03389069,0.011653,0.00006193
1981-05-16,0.02948075,0.08402721,0.766499,0.00418225
1981-05-17,0.06120835,0.13180360,1.591417,0.01027720
1981-05-18,0.04611234,0.13213596,1.198921,0.00782860
1981-05-19,0.00642886,0.10158251,0.167150,0.00104752
1981-05-20,0.00090554,0.04220408,0.023544,0.00012546
1981-05-21,0.00666758,0.05941086,0.173357,0.00100154
1981-05-22,0.00578993,0.05677093,0.150538,0.00095248
1981-05-23,0.00496653,0.04535146,0.129130,0.00079640
1981-05-24,0.00075372,0.03284076,0.019597,0.00011265
1981-05-25,0.00004317,0.00680977,0.001122,0.00000449
1981-05-26,0.00000000,0.00000000,0.000000,0.00000000
1981-05-27,0.00000000,0.00000000,0.000000,0.00000000
1981-05-28,0.00000000,0.00000000,0.000000,0.00000000
1981-05-29,0.00000000,0.00000000,0.000000,0.00000000
1981-05-30,0.00000173,0.00704837,0.000045,0.00000007
1981-05-31,0.00000000,0.00000000,0.000000,0.00000000
1981-06-01,0.00000009,0.00093766,0.000002,0.00000000
1981-06-02,0.00000000,0.00000000,0.000000,0.00000000
1981-06-03,0.00000000,0.00000000,0.000000,0.00000000
1981-06-04,0.00000026,0.00094202,0.000007,0.00000000
1981-06-05,0.00000000,0.00000000,0.000000,0.00000000
1981-06-06,0.00000000,0.00000000,0.000000,0.00000000
1981-06-07,0.00000000,0.00000000,0.000000,0.00000000
1981-06-08,0.00000000,0.00000000,0.000000,0.00000000
1981-06-09,0.00000000,0.00000000,0.000000,0.00000000
1981-06-10,0.00000000,0.00000000,0.000000,0.00000000
1981-06-11,0.00000000,0.00000000,0.000000,0.00000000
1981-06-12,0.00000000,0.00000000,0.000000,0.00000000
1981-06-13,0.00000000,0.00000000,0.000000,0.00000000
1981-06-14,0.00002574,0.00850516,0.000669,0.00000204
1981-06-15,0.00011023,0.01422357,0.002866,0.00000643
1981-06-16,0.00000459,0.00115218,0.000119,0.00000017
1981-06-17,0.00000000,0.00000000,0.000000,0.00000000
1981-06-18,0.00000000,0.00000000,0.000000,0.00000000
1981-06-19,0.00000000,0.00000000,0.000000,0.00000000
1981-06-20,0.00000000,0.00000000,0.000000,0.00000000
1981-06-21,0.00000000,0.00000000,0.000000,0.00000000
1981-06-22,0.00000000,0.00000000,0.000000,0.00000000
1981-06-23,0.00000000,0.00000000,0.000000,0.00000000
1981-06-24,0.00000000,0.00000000,0.000000,0.00000000
1981-06-25,0.00000000,0.00000000,0.000000,0.00000000
1981-06-26,0.00000000,0.00000000,0.000000,0.00000000
1981-06-27,0.00000000,0.00000000,0.000000,0.00000000
1981-06-28,0.00000000,0.00000000,0.000000,0.00000000
1981-06-29,0.00000000,0.00000000,0.000000,0.00000000
1981-06-30,0.00000000,0.00000000,0.000000,0.00000000
1981-07-01,0.00000000,0.00000000,0.000000,0.00000000
1981-07-02,0.00000000,0.00000000,0.000000,0.00000000
1981-07-03,0.00000000,0.00000000,0.000000,0.00000000
1981-07-04,0.00000000,0.00000000,0.000000,0.00000000
1981-07-05,0.00000000,0.00000000,0.000000,0.00000000
1981-07-06,0.00000000,0.00000000,0.000000,0.00000000
1981-07-07,0.00000000,0.00000000,0.000000,0.00000000
1981-07-08,0.00000000,0.00000000,0.000000,0.00000000
1981-07-09,0.00000000,0.00000000,0.000000,0.00000000
1981-07-10,0.00000000,0.00000000,0.000000,0.00000000
1981-07-11,0.00000000,0.00000000,0.000000,0.00000000
1981-07-12,0.00000000,0.00000000,0.000000,0.00000000
1981-07-13,0.00000000,0.00000000,0.000000,0.00000000
1981-07-14,0.00000000,0.00000000,0.000000,0.00000000
1981-07-15,0.00000000,0.00000000,0.000000,0.00000000
1981-07-16,0.00000000,0.00000000,0.000000,0.00000000
1981-07-17,0.00000000,0.00000000,0.000000,0.00000000
1981-07-18,0.00000000,0.00000000,0.000000,0.00000000
1981-07-19,0.00000000,0.00000000,0.000000,0.00000000
1981-07-20,0.00000000,0.00000000,0.000000,0.00000000
1981-07-21,0.00000000,0.00000000,0.000000,0.00000000
1981-07-22,0.00000000,0.00000000,0.000000,0.00000000
1981-07-23,0.00000000,0.00000000,0.000000,0.00000000
1981-07-24,0.00000000,0.00000000,0.000000,0.00000000
1981-07-25,0.00000000,0.00000000,0.000000,0.00000000
1981-07-26,0.00000000,0.00000000,0.000000,0.00000000
1981-07-27,0.00000000,0.00000000,0.000000,0.00000000
1981-07-28,0.00000000,0.00000000,0.000000,0.00000000
1981-07-29,0.00000000,0.00000000,0.000000,0.00000000
1981-07-30,0.00000000,0.00000000,0.000000,0.00000000
1981-07-31,0.00000000,0.00000000,0.000000,0.00000000
1981-08-01,0.00000000,0.00000000,0.000000,0.00000000
1981-08-02,0.00000000,0.00000000,0.000000,0.00000000
1981-08-03,0.00000000,0.00000000,0.000000,0.00000000
1981-08-04,0.00000000,0.00000000,0.000000,0.00000000
1981-08-05,0.00000000,0.00000000,0.000000,0.00000000
1981-08-06,0.00000000,0.00000000,0.000000,0.00000000
1981-08-07,0.00000000,0.00000000,0.000000,0.00000000
1981-08-08,0.00000000,0.00000000,0.000000,0.00000000
1981-08-09,0.00000000,0.00000000,0.000000,0.00000000
1981-08-10,0.00000000,0.00000000,0.000000,0.00000000
1981-08-11,0.00000000,0.00000000,0.000000,0.00000000
1981-08-12,0.00004883,0.00255951,0.001270,0.00000339
1981-08-13,0.00002456,0.00311726,0.000638,0.00000277
1981-08-14,0.00000000,0.00000000,0.000000,0.00000000
1981-08-15,0.00000000,0.00000000,0.000000,0.00000000
1981-08-16,0.00000000,0.00000000,0.000000,0.00000000
1981-08-17,0.00000000,0.00000000,0.000000,0.00000000
1981-08-18,0.00000000,0.00000000,0.000000,0.00000000
1981-08-19,0.00000000,0.00000000,0.000000,0.00000000
1981-08-20,0.00000000,0.00000000,0.000000,0.00000000
1981-08-21,0.00000000,0.00000000,0.000000,0.00000000
1981-08-22,0.00000000,0.00000000,0.000000,0.00000000
1981-08-23,0.00000000,0.00000000,0.000000,0.00000000
1981-08-24,0.00000000,0.00000000,0.000000,0.00000000
1981-08-25,0.00000000,0.00000000,0.000000,0.00000000
1981-08-26,0.00000000,0.00000000,0.000000,0.00000000
1981-08-27,0.00000000,0.00000000,0.000000,0.00000000
1981-08-28,0.00000000,0.00000000,0.000000,0.00000000
1981-08-29,0.00000000,0.00000000,0.000000,0.00000000
1981-08-30,0.00000000,0.00000000,0.000000,0.00000000
1981-08-31,0.00000000,0.00000000,0.000000,0.00000000
1981-09-01,0.00000000,0.00000000,0.000000,0.00000000
1981-09-02,0.00000000,0.00000000,0.000000,0.00000000
1981-09-03,0.00000000,0.00000000,0.000000,0.00000000
1981-09-04,0.00000000,0.00000000,0.000000,0.00000000
1981-09-05,0.00000000,0.00000000,0.000000,0.00000000
1981-09-06,0.00000000,0.00000000,0.000000,0.00000000
1981-09-07,0.00000000,0.00000000,0.000000,0.00000000
1981-09-08,0.00000000,0.00000000,0.000000,0.00000000
1981-09-09,0.00000000,0.00000000,0.000000,0.00000000
1981-09-10,0.00000000,0.00000000,0.000000,0.00000000
1981-09-11,0.00000000,0.00000000,0.000000,0.00000000
1981-09-12,0.00000000,0.00000000,0.000000,0.00000000
1981-09-13,0.00000031,0.00049559,0.000008,0.00000000
1981-09-14,0.00000000,0.00000000,0.000000,0.00000000
1981-09-15,0.00000000,0.00000000,0.000000,0.00000000
1981-09-16,0.00000000,0.00000000,0.000000,0.00000000
1981-09-17,0.00000000,0.00000000,0.000000,0.00000000
1981-09-18,0.00000000,0.00000000,0.000000,0.00000000
1981-09-19,0.00000000,0.00000000,0.000000,0.00000000
1981-09-20,0.00000000,0.00000000,0.000000,0.00000000
1981-09-21,0.00000000,0.00000000,0.000000,0.00000000
1981-09-22,0.00000000,0.00000000,0.000000,0.00000000
1981-09-23,0.00000000,0.00000000,0.000000,0.00000000
1981-09-24,0.00000000,0.00000000,0.000000,0.00000000
1981-09-25,0.00000000,0.00000000,0.000000,0.00000000
1981-09-26,0.00000000,0.00023279,0.000000,0.00000000
1981-09-27,0.00000000,0.00000000,0.000000,0.00000000
1981-09-28,0.00000000,0.00000000,0.000000,0.00000000
1981-09-29,0.00000000,0.00000000,0.000000,0.00000000
1981-09-30,0.00000000,0.00000000,0.000000,0.00000000
